university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
UniversitÃ© Jean Moulin Lyon 3,2017,701,,https://www.topuniversities.com/universities/universite-jean-moulin-lyon-3,France,Lyon,Europe,https://www.topuniversities.com/sites/default/files/universit-jean-moulin-lyon-3_592560cf2aeae70239af4bfb_small.jpg,Public,Very High,38,4010.00,L,684.00
UniversitÃ© Lille 2 Droit et SantÃ©,2017,701,,https://www.topuniversities.com/universities/universite-lille-2-droit-et-sante,France,Lille,Europe,https://www.topuniversities.com/sites/default/files/universit-lille-2-droit-et-sant_592560cf2aeae70239af4bdc_small.jpg,Public,High,29,2391.00,L,982.00
UniversitÃ© LumiÃ¨re Lyon 2,2017,701,,https://www.topuniversities.com/universities/universite-lumiere-lyon-2,France,Lyon,Europe,https://www.topuniversities.com/sites/default/files/universit-lumire-lyon-2_592560cf2aeae70239af4bf9_small.jpg,Public,Very High,27,4326.00,L,939.00
UniversitÃ© Paris-Nanterre,2017,701,,https://www.topuniversities.com/universities/universite-paris-nanterre,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/universit-paris-ouest-nanterre-la-dfense_489_small.jpg,Public,High,26,350.00,XL,1268.00
Paul ValÃ©ry University Montpellier,2017,701,,https://www.topuniversities.com/universities/paul-valery-university-montpellier,France,Montpellier,Europe,https://www.topuniversities.com/sites/default/files/universit-paul-valery-montpellier-3-_592560cf2aeae70239af4c25_small.jpg,Public,High,13,,L,1494.00
UniversitÃ© Toulouse 1 Capitole,2017,701,,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,France,Toulouse,Europe,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_small.jpg,Public,Medium,45,4534.00,L,467.00
Universiti Teknologi MARA - UiTM,2017,701,,https://www.topuniversities.com/universities/universiti-teknologi-mara-uitm,Malaysia,Shah Alam,Asia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-mara-uitm_732_small.jpg,Public,Very High,15,600.00,XL,3.96
Universiti Utara Malaysia (UUM),2017,701,,https://www.topuniversities.com/universities/universiti-utara-malaysia-uum,Malaysia,Sintok,Asia,https://www.topuniversities.com/sites/default/files/universiti-utara-malaysia-uum_388_small.jpg,Public,Very High,10,3.22,L,1.27
University of Bahrain,2017,701,,https://www.topuniversities.com/universities/university-bahrain,Bahrain,Zallaq,Asia,https://www.topuniversities.com/sites/default/files/university-of-bahrain_592560cf2aeae70239af5449_small.jpg,Public,Medium,13,2.99,L,1.28
University of Bari,2017,701,,https://www.topuniversities.com/universities/university-bari,Italy,Bari,Europe,https://www.topuniversities.com/sites/default/files/university-of-bari_45_small.jpg,Public,High,22,535.00,XL,1.40
University of Belgrade,2017,701,,https://www.topuniversities.com/universities/university-belgrade,Serbia,Belgrade,Europe,https://www.topuniversities.com/sites/default/files/university-of-belgrade_2243_small.jpg,Public,Very High,21,4610.00,XL,4674.00
Universitas Brawijaya ,2017,701,,https://www.topuniversities.com/universities/universitas-brawijaya,Indonesia,Malang ,Asia,https://www.topuniversities.com/sites/default/files/university-of-brawijaya_761_small.jpg,Public,High,16,633.00,XL,3211.00
University of Brescia,2017,701,,https://www.topuniversities.com/universities/university-brescia,Italy,Brescia,Europe,https://www.topuniversities.com/sites/default/files/university-of-brescia_592560cf2aeae70239af5666_small.jpg,Public,Very High,20,1.00,M,523.00
University of Bucharest,2017,701,,https://www.topuniversities.com/universities/university-bucharest,Romania,Bucharest,Europe,https://www.topuniversities.com/sites/default/files/university-of-bucharest_77_small.jpg,Public,Very High,17,718.00,XL,1972.00
University of Central Florida,2017,701,,https://www.topuniversities.com/universities/university-central-florida,United States of America,Orlando,North America,https://www.topuniversities.com/sites/default/files/university-of-central-florida_209_small.jpg,Public,Very High,25,2.56,XL,2.15
University of Central Lancashire,2017,701,,https://www.topuniversities.com/universities/university-central-lancashire,United Kingdom,Preston,Europe,https://www.topuniversities.com/sites/default/files/university-of-central-lancashire_113_small.jpg,Public,High,14,4.68,L,1.44
University of Colombo,2017,701,,https://www.topuniversities.com/universities/university-colombo,Sri Lanka,Horana,Asia,https://www.topuniversities.com/sites/default/files/university-of-colombo_592560cf2aeae70239af4b0a_small.jpg,Public,High,27,107.00,L,837.00
University of Dhaka,2017,701,,https://www.topuniversities.com/universities/university-dhaka,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/university-of-dhaka_158_small.jpg,Public,Medium,15,48.00,XL,2.27
University of East London,2017,701,,https://www.topuniversities.com/universities/university-east-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-71-48x48.jpg,Public,High,22,5.47,L,582.00
University of Engineering & Technology (UET) Lahore,2017,701,,https://www.topuniversities.com/universities/university-engineering-technology-uet-lahore,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-engineering-technology-uet-lahore_592560cf2aeae70239af4d82_small.jpg,Public,Very High,13,681.00,L,1.02
University of Ghana,2017,701,,https://www.topuniversities.com/universities/university-ghana,Ghana,Legon,Africa,https://www.topuniversities.com/sites/default/files/university-of-ghana_15046_small.jpg,Public,High,25,606.00,XL,1497.00
University of Greenwich,2017,701,,https://www.topuniversities.com/universities/university-greenwich,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg,Public,High,19,7.04,L,879.00
University of Hertfordshire,2017,701,,https://www.topuniversities.com/universities/university-hertfordshire,United Kingdom,Hatfield,Europe,https://www.topuniversities.com/sites/default/files/university-of-hertfordshire_592560cf2aeae70239af50de_small.jpg,Public,High,17,7.50,L,1.23
University of Huddersfield,2017,701,,https://www.topuniversities.com/universities/university-huddersfield,United Kingdom,Huddersfield,Europe,https://www.topuniversities.com/sites/default/files/university-of-huddersfield_592560cf2aeae70239af4cac_small.jpg,Public,Very High,18,3.83,L,816.00
University of Karachi,2017,701,,https://www.topuniversities.com/universities/university-karachi,Pakistan,Karachi,Asia,https://www.topuniversities.com/sites/default/files/university-of-karachi_592560cf2aeae70239af4d40_small.jpg,Public,High,41,107.00,XL,1063.00
University of Kufa,2017,701,,https://www.topuniversities.com/universities/university-kufa,Iraq,Kufa,Asia,https://www.topuniversities.com/sites/default/files/university-of-kufa_592560cf2aeae70239af5696_small.jpg,Public,Medium,11,43.00,L,2356.00
The University of Lahore,2017,701,,https://www.topuniversities.com/universities/university-lahore,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/the-university-of-lahore_592560cf2aeae70239af4bda_small.jpg,Private,High,14,644.00,XL,2224.00
University of Maribor,2017,701,,https://www.topuniversities.com/universities/university-maribor,Slovenia,Maribor,Europe,https://www.topuniversities.com/sites/default/files/university-of-maribor_592560cf2aeae70239af509c_small.jpg,Public,High,10,859.00,L,1.25
University of Montana Missoula ,2017,701,,https://www.topuniversities.com/universities/university-montana-missoula,United States of America,Missoula ,North America,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,Public,Very High,14,190.00,M,648.00
University of Mumbai,2017,701,,https://www.topuniversities.com/universities/university-mumbai,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,Public,Very High,8,,S,
University of Nairobi,2017,701,,https://www.topuniversities.com/universities/university-nairobi,Kenya,Nairobi,Africa,https://www.topuniversities.com/sites/default/files/university-of-nairobi_15043_small.jpg,Public,Medium,12,,XL,2492.00
University of New England Australia,2017,701,,https://www.topuniversities.com/universities/university-new-england-australia,Australia,Armidale,Oceania,https://www.topuniversities.com/sites/default/files/university-of-new-england-australia_592560cf2aeae70239af4dd3_small.jpg,Public,Very High,40,1.01,L,575.00
University of Pecs,2017,701,,https://www.topuniversities.com/universities/university-pecs,Hungary,PÃ©cs,Europe,https://www.topuniversities.com/sites/default/files/university-of-pcs_592560cf2aeae70239af4fff_small.jpg,Public,High,10,4.15,L,1.62
Savitribai Phule Pune University,2017,701,,https://www.topuniversities.com/universities/savitribai-phule-pune-university,India,Pune,Asia,https://www.topuniversities.com/sites/default/files/university-of-pune_592560cf2aeae70239af4c80_small.jpg,Public,Very High,6,135.00,S,686.00
University of Salford,2017,701,,https://www.topuniversities.com/universities/university-salford,United Kingdom,Salford,Europe,https://www.topuniversities.com/sites/default/files/university-of-salford_592560cf2aeae70239af4ca5_small.jpg,Public,High,17,3783.00,L,1124.00
University of San Diego,2017,701,,https://www.topuniversities.com/universities/university-san-diego,United States of America,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-san-diego_592560cf2aeae70239af4ca6_small.jpg,Private,High,12,638.00,M,647.00
University of San Francisco,2017,701,,https://www.topuniversities.com/universities/university-san-francisco,United States of America,San Francisco,North America,https://www.topuniversities.com/sites/default/files/university-of-san-francisco_592560cf2aeae70239af4d4a_small.jpg,Private,High,14,1419.00,M,696.00
University of Santo Tomas,2017,701,,https://www.topuniversities.com/universities/university-santo-tomas,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg,Private,Medium,13,1723.00,L,1990.00
University of Southern Queensland ,2017,701,,https://www.topuniversities.com/universities/university-southern-queensland,Australia,Toowoomba,Oceania,https://www.topuniversities.com/sites/default/files/university-of-southern-queensland-_592560cf2aeae70239af4dd1_small.jpg,Public,Very High,23,2.11,M,523.00
University of the Pacific,2017,701,,https://www.topuniversities.com/universities/university-pacific,United States of America,Stockton,North America,https://www.topuniversities.com/sites/default/files/university-of-the-pacific_592560cf2aeae70239af4c6b_small.jpg,Private,High,10,389.00,M,560.00
University of the Western Cape,2017,701,,https://www.topuniversities.com/universities/university-western-cape,South Africa,Cape Town,Africa,https://www.topuniversities.com/sites/default/files/university-of-the-western-cape_592560cf2aeae70239af4f56_small.jpg,Public,High,24,1067.00,L,785.00
University of Tulsa,2017,701,,https://www.topuniversities.com/universities/university-tulsa,United States of America,Tulsa,North America,https://www.topuniversities.com/sites/default/files/university-of-tulsa_592560cf2aeae70239af4dae_small.jpg,Private,Very High,11,550.00,S,376.00
University of Wroclaw,2017,701,,https://www.topuniversities.com/universities/university-wroclaw,Poland,Wroclaw,Europe,https://www.topuniversities.com/sites/default/files/university-of-wroclaw_1465_small.jpg,Public,Very High,11,1417.00,L,1846.00
University of Wyoming,2017,701,,https://www.topuniversities.com/universities/university-wyoming,United States of America,Laramie,North America,https://www.topuniversities.com/sites/default/files/university-of-wyoming_592560cf2aeae70239af51ca_small.jpg,Public,Very High,12,564.00,M,904.00
UniversitÃ© de Toulouse II-Le Mirail,2017,701,,https://www.topuniversities.com/universities/universite-de-toulouse-ii-le-mirail,France,Toulouse,Europe,https://www.topuniversities.com/sites/default/files/universit-de-toulouse-ii-le-mirail_621_small.jpg,Public,High,58,4000.00,XL,514.00
Utah State University ,2017,701,,https://www.topuniversities.com/universities/utah-state-university,United States of America,Logan,North America,https://www.topuniversities.com/sites/default/files/utah-state-university-_592560cf2aeae70239af51cb_small.jpg,Public,Very High,19,331.00,L,1053.00
Verona University,2017,701,,https://www.topuniversities.com/universities/verona-university,Italy,Verona,Europe,https://www.topuniversities.com/sites/default/files/verona-university_592560cf2aeae70239af5667_small.jpg,Public,High,18,726.00,L,904.00
Vilnius Gediminas Technical University,2017,701,,https://www.topuniversities.com/universities/vilnius-gediminas-technical-university,Lithuania,Vilnius ,Europe,https://www.topuniversities.com/sites/default/files/vilnius-gediminas-technical-university_14346_small.jpg,Public,Very High,10,1190.00,M,822.00
Voronezh State University,2017,701,,https://www.topuniversities.com/universities/voronezh-state-university,Russia,Voronezh ,Europe,https://www.topuniversities.com/sites/default/files/voronezh-state-university_1499_small.jpg,Public,High,12,2585.00,L,1331.00
Vytautas Magnus University,2017,701,,https://www.topuniversities.com/universities/vytautas-magnus-university,Lithuania,Kaunas,Europe,https://www.topuniversities.com/sites/default/files/vytautas-magnus-university_592560cf2aeae70239af5032_small.jpg,Public,Very High,11,994.00,M,686.00
Universitatea de Vest din Timisoara /  West University of Timisoara,2017,701,,https://www.topuniversities.com/universities/universitatea-de-vest-din-timisoara-west-university-timisoara,Romania,TimiÈ™oara,Europe,https://www.topuniversities.com/sites/default/files/universitatea-de-vest-din-timisoara-west-university-of-timisoara_592560cf2aeae70239af5054_small.jpg,Public,High,21,799.00,L,707.00
Yamaguchi University ,2017,701,,https://www.topuniversities.com/universities/yamaguchi-university,Japan,Yamaguchi City,Asia,https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg,Public,High,9,350.00,M,1113.00
Yokohama National University,2017,701,,https://www.topuniversities.com/universities/yokohama-national-university,Japan,Yokohama City,Asia,https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg,Public,Very High,13,839.00,M,760.00
